,alpha,baseline_accuracy,data_source,gap,number of features,number_of_classes,objective_value,testing_accuracy,testing_instances,training_accuracy,training_instances,training_time_sec,tree,tree_depth
0,0.0,0.47121535181236673,https://archive.ics.uci.edu/ml/machine-learning-databases/balance-scale/balance-scale.data,0.0,4,3,267.39366515837105,0.6730769230769231,156,0.7313432835820896,469,556.376454,"node_1
Branch node
applies a split: True
splits on: 3
split value: 0.5
*****
node_2
Branch node
applies a split: True
splits on: 1
split value: 0.25
*****
node_3
Branch node
applies a split: True
splits on: 2
split value: 0.25
*****
node_4
Leaf Node: True 
label: 2
*****
node_5
Leaf Node: True 
label: 1
*****
node_6
Leaf Node: True 
label: 1
*****
node_7
Leaf Node: True 
label: 2
*****
",2
1,0.0,0.47121535181236673,https://archive.ics.uci.edu/ml/machine-learning-databases/balance-scale/balance-scale.data,0.626865671641791,4,3,284.3710407239819,0.6794871794871795,156,0.7142857142857143,469,600.193386,"node_1
Branch node
applies a split: True
splits on: 2
split value: 0.75
*****
node_2
Branch node
applies a split: True
splits on: 1
split value: 0.25
*****
node_3
Branch node
applies a split: True
splits on: 3
split value: 0.25
*****
node_4
Leaf Node: True 
label: 2
*****
node_5
Leaf Node: True 
label: 1
*****
node_6
Leaf Node: True 
label: 1
*****
node_7
Leaf Node: True 
label: 2
*****
",2
2,0.0,0.4605543710021322,https://archive.ics.uci.edu/ml/machine-learning-databases/balance-scale/balance-scale.data,0.7867647058823529,4,3,295.2962962962963,0.7371794871794872,156,0.7100213219616205,469,600.08533,"node_1
Branch node
applies a split: True
splits on: 1
split value: 0.5
*****
node_2
Branch node
applies a split: True
splits on: 3
split value: 0.25
*****
node_3
Branch node
applies a split: True
splits on: 0
split value: 0.25
*****
node_4
Leaf Node: True 
label: 1
*****
node_5
Leaf Node: True 
label: 2
*****
node_6
Leaf Node: True 
label: 2
*****
node_7
Leaf Node: True 
label: 1
*****
",2
3,0.5,0.4690831556503198,https://archive.ics.uci.edu/ml/machine-learning-databases/balance-scale/balance-scale.data,0.0,4,3,274.3727272727273,0.6858974358974359,156,0.7270788912579957,469,379.654045,"node_1
Branch node
applies a split: True
splits on: 3
split value: 0.5
*****
node_2
Branch node
applies a split: True
splits on: 0
split value: 0.25
*****
node_3
Branch node
applies a split: True
splits on: 2
split value: 0.25
*****
node_4
Leaf Node: True 
label: 2
*****
node_5
Leaf Node: True 
label: 1
*****
node_6
Leaf Node: True 
label: 1
*****
node_7
Leaf Node: True 
label: 2
*****
",2
4,0.5,0.47334754797441364,https://archive.ics.uci.edu/ml/machine-learning-databases/balance-scale/balance-scale.data,0.8546343079599106,4,3,271.9144144144144,0.6858974358974359,156,0.7270788912579957,469,600.016846,"node_1
Branch node
applies a split: True
splits on: 1
split value: 0.5
*****
node_2
Branch node
applies a split: True
splits on: 3
split value: 0.25
*****
node_3
Branch node
applies a split: True
splits on: 0
split value: 0.25
*****
node_4
Leaf Node: True 
label: 1
*****
node_5
Leaf Node: True 
label: 2
*****
node_6
Leaf Node: True 
label: 2
*****
node_7
Leaf Node: True 
label: 1
*****
",2
5,0.5,0.464818763326226,https://archive.ics.uci.edu/ml/machine-learning-databases/balance-scale/balance-scale.data,0.0,4,3,263.9678899082569,0.6474358974358975,156,0.7398720682302772,469,295.624577,"node_1
Branch node
applies a split: True
splits on: 3
split value: 0.5
*****
node_2
Branch node
applies a split: True
splits on: 1
split value: 0.25
*****
node_3
Branch node
applies a split: True
splits on: 2
split value: 0.25
*****
node_4
Leaf Node: True 
label: 2
*****
node_5
Leaf Node: True 
label: 1
*****
node_6
Leaf Node: True 
label: 1
*****
node_7
Leaf Node: True 
label: 2
*****
",2
6,1.0,0.4669509594882729,https://archive.ics.uci.edu/ml/machine-learning-databases/balance-scale/balance-scale.data,0.0,4,3,264.269406392694,0.6474358974358975,156,0.7398720682302772,469,400.494226,"node_1
Branch node
applies a split: True
splits on: 2
split value: 0.5
*****
node_2
Branch node
applies a split: True
splits on: 1
split value: 0.25
*****
node_3
Branch node
applies a split: True
splits on: 3
split value: 0.25
*****
node_4
Leaf Node: True 
label: 2
*****
node_5
Leaf Node: True 
label: 1
*****
node_6
Leaf Node: True 
label: 1
*****
node_7
Leaf Node: True 
label: 2
*****
",2
7,1.0,0.4626865671641791,https://archive.ics.uci.edu/ml/machine-learning-databases/balance-scale/balance-scale.data,0.7413359819410216,4,3,275.3225806451613,0.6410256410256411,156,0.7313432835820896,469,600.012145,"node_1
Branch node
applies a split: True
splits on: 1
split value: 0.5
*****
node_2
Branch node
applies a split: True
splits on: 3
split value: 0.25
*****
node_3
Branch node
applies a split: True
splits on: 0
split value: 0.5
*****
node_4
Leaf Node: True 
label: 1
*****
node_5
Leaf Node: True 
label: 2
*****
node_6
Leaf Node: True 
label: 2
*****
node_7
Leaf Node: True 
label: 1
*****
",2
8,1.0,0.4605543710021322,https://archive.ics.uci.edu/ml/machine-learning-databases/balance-scale/balance-scale.data,0.0,4,3,285.26851851851853,0.6987179487179487,156,0.7228144989339019,469,358.204788,"node_1
Branch node
applies a split: True
splits on: 1
split value: 0.5
*****
node_2
Branch node
applies a split: True
splits on: 3
split value: 0.25
*****
node_3
Branch node
applies a split: True
splits on: 0
split value: 0.25
*****
node_4
Leaf Node: True 
label: 1
*****
node_5
Leaf Node: True 
label: 2
*****
node_6
Leaf Node: True 
label: 2
*****
node_7
Leaf Node: True 
label: 1
*****
",2
9,1.5,0.47547974413646055,https://archive.ics.uci.edu/ml/machine-learning-databases/balance-scale/balance-scale.data,0.0,4,3,284.2174887892377,0.717948717948718,156,0.7164179104477612,469,554.940796,"node_1
Branch node
applies a split: True
splits on: 3
split value: 0.5
*****
node_2
Branch node
applies a split: True
splits on: 1
split value: 0.25
*****
node_3
Branch node
applies a split: True
splits on: 2
split value: 0.25
*****
node_4
Leaf Node: True 
label: 2
*****
node_5
Leaf Node: True 
label: 1
*****
node_6
Leaf Node: True 
label: 1
*****
node_7
Leaf Node: True 
label: 2
*****
",2
10,1.5,0.47547974413646055,https://archive.ics.uci.edu/ml/machine-learning-databases/balance-scale/balance-scale.data,0.0,4,3,267.39237668161434,0.6666666666666666,156,0.7334754797441365,469,396.060516,"node_1
Branch node
applies a split: True
splits on: 2
split value: 0.5
*****
node_2
Branch node
applies a split: True
splits on: 0
split value: 0.25
*****
node_3
Branch node
applies a split: True
splits on: 3
split value: 0.25
*****
node_4
Leaf Node: True 
label: 2
*****
node_5
Leaf Node: True 
label: 1
*****
node_6
Leaf Node: True 
label: 1
*****
node_7
Leaf Node: True 
label: 2
*****
",2
11,1.5,0.47334754797441364,https://archive.ics.uci.edu/ml/machine-learning-databases/balance-scale/balance-scale.data,0.657288054030364,4,3,272.8018018018018,0.6794871794871795,156,0.7292110874200426,469,600.01569,"node_1
Branch node
applies a split: True
splits on: 2
split value: 0.5
*****
node_2
Branch node
applies a split: True
splits on: 1
split value: 0.25
*****
node_3
Branch node
applies a split: True
splits on: 3
split value: 0.25
*****
node_4
Leaf Node: True 
label: 2
*****
node_5
Leaf Node: True 
label: 1
*****
node_6
Leaf Node: True 
label: 1
*****
node_7
Leaf Node: True 
label: 2
*****
",2
