,alpha,baseline_accuracy,data_source,gap,number of features,number_of_classes,objective_value,testing_accuracy,testing_instances,training_accuracy,training_instances,training_time_sec,tree,tree_depth
0,0,0.88,https://archive.ics.uci.edu/ml/machine-learning-databases/00244/fertility_Diagnosis.txt,0.0,12,2,10.227272727272728,0.88,25,0.88,75,73.719274,"node_1
Branch node
applies a split: False
splits on: None
split value: None
*****
node_2
Branch node
applies a split: False
splits on: None
split value: None
*****
node_3
Branch node
applies a split: False
splits on: None
split value: None
*****
node_4
Leaf Node: True 
label: None
*****
node_5
Leaf Node: True 
label: None
*****
node_6
Leaf Node: True 
label: None
*****
node_7
Leaf Node: True 
label: 0
*****
",2
1,0,0.8933333333333333,https://archive.ics.uci.edu/ml/machine-learning-databases/00244/fertility_Diagnosis.txt,0.0,12,2,8.955223880597016,0.84,25,0.8933333333333333,75,51.126454,"node_1
Branch node
applies a split: True
splits on: 11
split value: 0.03191489361702127
*****
node_2
Branch node
applies a split: True
splits on: 11
split value: 0.03191489361702127
*****
node_3
Branch node
applies a split: True
splits on: 6
split value: 0.03191489361702127
*****
node_4
Leaf Node: True 
label: 0
*****
node_5
Leaf Node: True 
label: None
*****
node_6
Leaf Node: True 
label: 0
*****
node_7
Leaf Node: True 
label: 0
*****
",2
2,0,0.8533333333333334,https://archive.ics.uci.edu/ml/machine-learning-databases/00244/fertility_Diagnosis.txt,0.0,12,2,11.71875,0.76,25,0.8666666666666667,75,71.904011,"node_1
Branch node
applies a split: True
splits on: 7
split value: 0.37234042553191493
*****
node_2
Branch node
applies a split: True
splits on: 11
split value: 0.0
*****
node_3
Branch node
applies a split: True
splits on: 0
split value: 0.25191489361702124
*****
node_4
Leaf Node: True 
label: None
*****
node_5
Leaf Node: True 
label: 0
*****
node_6
Leaf Node: True 
label: 0
*****
node_7
Leaf Node: True 
label: 1
*****
",2
3,0,0.88,https://archive.ics.uci.edu/ml/machine-learning-databases/00244/fertility_Diagnosis.txt,0.0,12,2,9.090909090909092,0.76,25,0.8933333333333333,75,72.994844,"node_1
Branch node
applies a split: True
splits on: 5
split value: 0.5319148936170213
*****
node_2
Branch node
applies a split: True
splits on: 1
split value: 0.03191489361702127
*****
node_3
Branch node
applies a split: True
splits on: 2
split value: 0.03191489361702127
*****
node_4
Leaf Node: True 
label: 1
*****
node_5
Leaf Node: True 
label: 0
*****
node_6
Leaf Node: True 
label: 0
*****
node_7
Leaf Node: True 
label: 0
*****
",2
4,0,0.9066666666666666,https://archive.ics.uci.edu/ml/machine-learning-databases/00244/fertility_Diagnosis.txt,0.0,12,2,6.61764705882353,0.68,25,0.92,75,57.553468,"node_1
Branch node
applies a split: True
splits on: 7
split value: 0.37234042553191493
*****
node_2
Branch node
applies a split: True
splits on: 2
split value: 0.03191489361702127
*****
node_3
Branch node
applies a split: True
splits on: 0
split value: 0.3119148936170213
*****
node_4
Leaf Node: True 
label: 0
*****
node_5
Leaf Node: True 
label: 0
*****
node_6
Leaf Node: True 
label: 0
*****
node_7
Leaf Node: True 
label: 1
*****
",2
5,1,0.8533333333333334,https://archive.ics.uci.edu/ml/machine-learning-databases/00244/fertility_Diagnosis.txt,0.0,12,2,12.890625,0.96,25,0.8533333333333334,75,169.393122,"node_1
Branch node
applies a split: False
splits on: None
split value: None
*****
node_2
Branch node
applies a split: False
splits on: None
split value: None
*****
node_3
Branch node
applies a split: False
splits on: None
split value: None
*****
node_4
Leaf Node: True 
label: None
*****
node_5
Leaf Node: True 
label: None
*****
node_6
Leaf Node: True 
label: None
*****
node_7
Leaf Node: True 
label: 0
*****
",2
6,1,0.9066666666666666,https://archive.ics.uci.edu/ml/machine-learning-databases/00244/fertility_Diagnosis.txt,0.0,12,2,7.720588235294118,0.8,25,0.9066666666666666,75,102.882712,"node_1
Branch node
applies a split: False
splits on: None
split value: None
*****
node_2
Branch node
applies a split: False
splits on: None
split value: None
*****
node_3
Branch node
applies a split: False
splits on: None
split value: None
*****
node_4
Leaf Node: True 
label: None
*****
node_5
Leaf Node: True 
label: None
*****
node_6
Leaf Node: True 
label: None
*****
node_7
Leaf Node: True 
label: 0
*****
",2
7,1,0.9066666666666666,https://archive.ics.uci.edu/ml/machine-learning-databases/00244/fertility_Diagnosis.txt,0.0,12,2,7.720588235294118,0.8,25,0.9066666666666666,75,28.26304,"node_1
Branch node
applies a split: False
splits on: None
split value: None
*****
node_2
Branch node
applies a split: False
splits on: None
split value: None
*****
node_3
Branch node
applies a split: False
splits on: None
split value: None
*****
node_4
Leaf Node: True 
label: None
*****
node_5
Leaf Node: True 
label: None
*****
node_6
Leaf Node: True 
label: None
*****
node_7
Leaf Node: True 
label: 0
*****
",2
8,1,0.8666666666666667,https://archive.ics.uci.edu/ml/machine-learning-databases/00244/fertility_Diagnosis.txt,0.0,12,2,11.538461538461537,0.92,25,0.8666666666666667,75,80.448758,"node_1
Branch node
applies a split: False
splits on: None
split value: None
*****
node_2
Branch node
applies a split: False
splits on: None
split value: None
*****
node_3
Branch node
applies a split: False
splits on: None
split value: None
*****
node_4
Leaf Node: True 
label: None
*****
node_5
Leaf Node: True 
label: None
*****
node_6
Leaf Node: True 
label: None
*****
node_7
Leaf Node: True 
label: 0
*****
",2
9,1,0.9066666666666666,https://archive.ics.uci.edu/ml/machine-learning-databases/00244/fertility_Diagnosis.txt,0.0,12,2,7.720588235294118,0.8,25,0.9066666666666666,75,108.722485,"node_1
Branch node
applies a split: False
splits on: None
split value: None
*****
node_2
Branch node
applies a split: False
splits on: None
split value: None
*****
node_3
Branch node
applies a split: False
splits on: None
split value: None
*****
node_4
Leaf Node: True 
label: None
*****
node_5
Leaf Node: True 
label: None
*****
node_6
Leaf Node: True 
label: None
*****
node_7
Leaf Node: True 
label: 0
*****
",2
10,2,0.8666666666666667,https://archive.ics.uci.edu/ml/machine-learning-databases/00244/fertility_Diagnosis.txt,0.0,12,2,11.538461538461537,0.92,25,0.8666666666666667,75,92.368887,"node_1
Branch node
applies a split: False
splits on: None
split value: None
*****
node_2
Branch node
applies a split: False
splits on: None
split value: None
*****
node_3
Branch node
applies a split: False
splits on: None
split value: None
*****
node_4
Leaf Node: True 
label: None
*****
node_5
Leaf Node: True 
label: None
*****
node_6
Leaf Node: True 
label: None
*****
node_7
Leaf Node: True 
label: 0
*****
",2
11,2,0.9066666666666666,https://archive.ics.uci.edu/ml/machine-learning-databases/00244/fertility_Diagnosis.txt,0.0,12,2,7.720588235294118,0.8,25,0.9066666666666666,75,24.554179,"node_1
Branch node
applies a split: False
splits on: None
split value: None
*****
node_2
Branch node
applies a split: False
splits on: None
split value: None
*****
node_3
Branch node
applies a split: False
splits on: None
split value: None
*****
node_4
Leaf Node: True 
label: None
*****
node_5
Leaf Node: True 
label: None
*****
node_6
Leaf Node: True 
label: None
*****
node_7
Leaf Node: True 
label: 0
*****
",2
12,2,0.8533333333333334,https://archive.ics.uci.edu/ml/machine-learning-databases/00244/fertility_Diagnosis.txt,0.0,12,2,12.890625,0.96,25,0.8533333333333334,75,133.967614,"node_1
Branch node
applies a split: False
splits on: None
split value: None
*****
node_2
Branch node
applies a split: False
splits on: None
split value: None
*****
node_3
Branch node
applies a split: False
splits on: None
split value: None
*****
node_4
Leaf Node: True 
label: None
*****
node_5
Leaf Node: True 
label: None
*****
node_6
Leaf Node: True 
label: None
*****
node_7
Leaf Node: True 
label: 0
*****
",2
13,2,0.8666666666666667,https://archive.ics.uci.edu/ml/machine-learning-databases/00244/fertility_Diagnosis.txt,0.0,12,2,11.538461538461537,0.92,25,0.8666666666666667,75,37.111483,"node_1
Branch node
applies a split: False
splits on: None
split value: None
*****
node_2
Branch node
applies a split: False
splits on: None
split value: None
*****
node_3
Branch node
applies a split: False
splits on: None
split value: None
*****
node_4
Leaf Node: True 
label: None
*****
node_5
Leaf Node: True 
label: None
*****
node_6
Leaf Node: True 
label: None
*****
node_7
Leaf Node: True 
label: 0
*****
",2
14,2,0.8933333333333333,https://archive.ics.uci.edu/ml/machine-learning-databases/00244/fertility_Diagnosis.txt,0.0,12,2,8.955223880597016,0.84,25,0.8933333333333333,75,28.088845,"node_1
Branch node
applies a split: False
splits on: None
split value: None
*****
node_2
Branch node
applies a split: False
splits on: None
split value: None
*****
node_3
Branch node
applies a split: False
splits on: None
split value: None
*****
node_4
Leaf Node: True 
label: None
*****
node_5
Leaf Node: True 
label: None
*****
node_6
Leaf Node: True 
label: None
*****
node_7
Leaf Node: True 
label: 0
*****
",2
15,4,0.8666666666666667,https://archive.ics.uci.edu/ml/machine-learning-databases/00244/fertility_Diagnosis.txt,0.0,12,2,11.538461538461537,0.92,25,0.8666666666666667,75,10.335037,"node_1
Branch node
applies a split: False
splits on: None
split value: None
*****
node_2
Branch node
applies a split: False
splits on: None
split value: None
*****
node_3
Branch node
applies a split: False
splits on: None
split value: None
*****
node_4
Leaf Node: True 
label: None
*****
node_5
Leaf Node: True 
label: None
*****
node_6
Leaf Node: True 
label: None
*****
node_7
Leaf Node: True 
label: 0
*****
",2
16,4,0.88,https://archive.ics.uci.edu/ml/machine-learning-databases/00244/fertility_Diagnosis.txt,0.0,12,2,10.227272727272728,0.88,25,0.88,75,5.956558,"node_1
Branch node
applies a split: False
splits on: None
split value: None
*****
node_2
Branch node
applies a split: False
splits on: None
split value: None
*****
node_3
Branch node
applies a split: False
splits on: None
split value: None
*****
node_4
Leaf Node: True 
label: None
*****
node_5
Leaf Node: True 
label: None
*****
node_6
Leaf Node: True 
label: None
*****
node_7
Leaf Node: True 
label: 0
*****
",2
17,4,0.88,https://archive.ics.uci.edu/ml/machine-learning-databases/00244/fertility_Diagnosis.txt,0.0,12,2,10.227272727272728,0.88,25,0.88,75,7.151268,"node_1
Branch node
applies a split: False
splits on: None
split value: None
*****
node_2
Branch node
applies a split: False
splits on: None
split value: None
*****
node_3
Branch node
applies a split: False
splits on: None
split value: None
*****
node_4
Leaf Node: True 
label: None
*****
node_5
Leaf Node: True 
label: None
*****
node_6
Leaf Node: True 
label: None
*****
node_7
Leaf Node: True 
label: 0
*****
",2
18,4,0.92,https://archive.ics.uci.edu/ml/machine-learning-databases/00244/fertility_Diagnosis.txt,0.0,12,2,6.521739130434782,0.76,25,0.92,75,0.338673,"node_1
Branch node
applies a split: False
splits on: None
split value: None
*****
node_2
Branch node
applies a split: False
splits on: None
split value: None
*****
node_3
Branch node
applies a split: False
splits on: None
split value: None
*****
node_4
Leaf Node: True 
label: None
*****
node_5
Leaf Node: True 
label: None
*****
node_6
Leaf Node: True 
label: None
*****
node_7
Leaf Node: True 
label: 0
*****
",2
19,4,0.8933333333333333,https://archive.ics.uci.edu/ml/machine-learning-databases/00244/fertility_Diagnosis.txt,0.0,12,2,8.955223880597016,0.84,25,0.8933333333333333,75,1.45118,"node_1
Branch node
applies a split: False
splits on: None
split value: None
*****
node_2
Branch node
applies a split: False
splits on: None
split value: None
*****
node_3
Branch node
applies a split: False
splits on: None
split value: None
*****
node_4
Leaf Node: True 
label: None
*****
node_5
Leaf Node: True 
label: None
*****
node_6
Leaf Node: True 
label: None
*****
node_7
Leaf Node: True 
label: 0
*****
",2
20,5,0.84,https://archive.ics.uci.edu/ml/machine-learning-databases/00244/fertility_Diagnosis.txt,0.0,12,2,14.285714285714285,1.0,25,0.84,75,8.614401,"node_1
Branch node
applies a split: False
splits on: None
split value: None
*****
node_2
Branch node
applies a split: False
splits on: None
split value: None
*****
node_3
Branch node
applies a split: False
splits on: None
split value: None
*****
node_4
Leaf Node: True 
label: None
*****
node_5
Leaf Node: True 
label: None
*****
node_6
Leaf Node: True 
label: None
*****
node_7
Leaf Node: True 
label: 0
*****
",2
21,5,0.88,https://archive.ics.uci.edu/ml/machine-learning-databases/00244/fertility_Diagnosis.txt,0.0,12,2,10.227272727272728,0.88,25,0.88,75,5.573655,"node_1
Branch node
applies a split: False
splits on: None
split value: None
*****
node_2
Branch node
applies a split: False
splits on: None
split value: None
*****
node_3
Branch node
applies a split: False
splits on: None
split value: None
*****
node_4
Leaf Node: True 
label: None
*****
node_5
Leaf Node: True 
label: None
*****
node_6
Leaf Node: True 
label: None
*****
node_7
Leaf Node: True 
label: 0
*****
",2
22,5,0.8666666666666667,https://archive.ics.uci.edu/ml/machine-learning-databases/00244/fertility_Diagnosis.txt,0.0,12,2,11.538461538461537,0.92,25,0.8666666666666667,75,7.359109,"node_1
Branch node
applies a split: False
splits on: None
split value: None
*****
node_2
Branch node
applies a split: False
splits on: None
split value: None
*****
node_3
Branch node
applies a split: False
splits on: None
split value: None
*****
node_4
Leaf Node: True 
label: None
*****
node_5
Leaf Node: True 
label: None
*****
node_6
Leaf Node: True 
label: None
*****
node_7
Leaf Node: True 
label: 0
*****
",2
